x,y,z,game_id,name,category,compilation,expansion,mechanic,average_rating,users_rated,highlight
13.164958,-35.17172,-29.759222,17,Button Men,"['Collectible Components', 'Dice', 'Fighting', 'Print & Play']",0,0,"['Dice Rolling', 'Press Your Luck']",6.3087,724,none
-24.131174,-46.29077,-41.589176,18,RoboRally,"['Miniatures', 'Racing', 'Science Fiction']",0,1,"['Action / Movement Programming', 'Grid Movement', 'Modular Board', 'Simultaneous Action Selection']",7.15355,19371,Science Fiction
-63.925865,41.597843,-28.480547,19,Wacky Wacky West,"['American West', 'Bluffing', 'City Building']",0,0,"['Tile Placement', 'Voting']",6.31166,1459,none
2.5112324,-38.818375,9.134051,20,Full Metal Planète,['Science Fiction'],0,1,['Action Point Allowance System'],7.43592,602,Science Fiction
-2.2897024,70.62363,-16.026205,22,Magic Realm,"['Adventure', 'Exploration', 'Fantasy']",0,0,"['Action / Movement Programming', 'Modular Board', 'Rock-Paper-Scissors', 'Role Playing', 'Simultaneous Action Selection', 'Variable Player Powers']",7.14384,1709,Fantasy
-13.998117,-41.590454,-7.083835,23,Divine Right,"['Fantasy', 'Political', 'Wargame']",0,0,"['Dice Rolling', 'Hex-and-Counter', 'Variable Phase Order']",6.95654,483,Fantasy
-19.61124,18.694332,-32.742447,24,Twilight Imperium,"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']",0,1,"['Dice Rolling', 'Hex-and-Counter', 'Modular Board', 'Tile Placement', 'Variable Player Powers', 'Voting']",6.66812,667,Science Fiction
-1.8014687,-20.514822,43.79609,25,Battlemist,"['Exploration', 'Fantasy', 'Wargame']",0,1,['None'],5.93231,308,Fantasy
-41.32999,12.805028,-16.057032,26,Age of Renaissance,"['Civilization', 'Economic', 'Medieval', 'Renaissance']",0,0,"['Area Movement', 'Auction/Bidding']",7.0993,1944,Economic
-34.879967,29.608294,39.27615,27,Supremacy,"['Economic', 'Political', 'Wargame']",0,1,"['Commodity Speculation', 'Dice Rolling']",5.57724,1201,Economic
-29.438717,-14.626549,-20.59896,28,Illuminati:  Deluxe Edition,"['Card Game', 'Humor', 'Negotiation', 'Political']",0,1,"['Card Drafting', 'Dice Rolling', 'Route/Network Building', 'Tile Placement', 'Variable Player Powers']",6.5289,4274,none
12.329827,1.0137504,-35.344727,29,Terrain Vague,"['Fighting', 'Humor']",0,0,"['Action Point Allowance System', 'Modular Board']",6.66639,61,none
61.89265,19.157974,-26.29297,30,Dark Tower,"['Adventure', 'Electronic', 'Exploration', 'Fantasy', 'Fighting']",0,0,"['Area Movement', 'Press Your Luck']",6.6435,1052,Fantasy
6.329473,-50.674847,21.358316,31,Dark World,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",0,1,"['Dice Rolling', 'Grid Movement']",5.18525,590,Fantasy
-66.16343,40.553238,-1.9592085,32,Bison,"['Abstract Strategy', 'American West']",0,0,['None'],6.04137,182,none
24.241291,-41.254745,-32.40196,34,Arkham Horror,"['Adventure', 'Horror', 'Novel-based']",0,0,['Co-operative Play'],6.56386,453,none
-1.1317244,-38.92636,-36.809258,36,Federation & Empire,"['Science Fiction', 'Wargame']",0,1,['Hex-and-Counter'],6.23239,355,Science Fiction
20.88932,-1.4464191,54.30998,37,Dragon Masters,"['Fantasy', 'Wargame']",0,1,['None'],5.69731,130,Fantasy
79.9354,32.960575,-2.459407,38,Runes,"['Deduction', 'Word Game']",0,0,['None'],6.06707,82,none
21.206125,-36.386986,19.702904,39,Darkover,"['Bluffing', 'Fantasy', 'Novel-based']",0,0,['None'],5.22865,96,Fantasy
-50.052532,-3.1138272,-23.670893,40,Borderlands,"['Bluffing', 'Civilization', 'Fantasy', 'Negotiation', 'Political']",0,1,"['Area Movement', 'Trading']",6.77517,254,Fantasy
41.791084,-9.13251,-40.056763,41,Can't Stop,['Dice'],0,1,"['Dice Rolling', 'Press Your Luck']",6.85659,9095,none
-44.720566,-6.2690315,-41.618664,42,Tigris & Euphrates,"['Abstract Strategy', 'Ancient', 'Civilization', 'Territory Building']",0,1,"['Area Control / Area Influence', 'Hand Management', 'Set Collection', 'Tile Placement']",7.72379,20166,none
-51.76521,24.270416,-33.351654,43,Airlines,"['Aviation / Flight', 'Economic']",0,0,"['Route/Network Building', 'Stock Holding']",6.61065,346,Economic
-6.581046,87.56724,-27.62439,44,David & Goliath,['Card Game'],0,0,['Trick-taking'],6.4529,1418,none
-36.40814,16.51915,-19.431656,46,Medici,['Renaissance'],0,0,"['Auction/Bidding', 'Set Collection']",7.1502,5702,none
-31.98127,7.8919234,-19.39307,47,Chinatown,"['City Building', 'Economic', 'Negotiation']",0,0,"['Set Collection', 'Tile Placement', 'Trading']",7.23234,5846,Economic
-24.234467,-15.620588,-30.463606,48,Krieg und Frieden,"['Medieval', 'Political']",0,0,['Auction/Bidding'],6.13737,646,none
11.812934,12.345054,-20.488632,49,Mamma Mia!,['Card Game'],1,1,"['Hand Management', 'Memory']",6.48827,4824,none
-2.7106707,-18.694988,-41.90047,50,Lost Cities,"['Card Game', 'Exploration']",0,1,"['Hand Management', 'Set Collection']",7.14784,26686,none
50.33443,14.212971,-19.810839,51,Ricochet Robots,"['Abstract Strategy', 'Maze', 'Puzzle', 'Real-time']",0,0,"['Grid Movement', 'Modular Board']",6.99357,6278,none
-35.639866,-8.175411,-3.3248594,52,Mighty Empires,"['Fantasy', 'Territory Building', 'Wargame']",0,0,['None'],6.08468,449,Fantasy
-37.255993,-6.444084,-40.944817,54,Tikal,"['Exploration', 'Territory Building']",0,1,"['Action Point Allowance System', 'Area Control / Area Influence', 'Auction/Bidding', 'Grid Movement', 'Set Collection', 'Tile Placement']",7.34313,13674,none
59.301735,40.70803,27.20573,55,Sophie's World,['Trivia'],0,0,['None'],4.93768,69,none
-35.83633,28.050331,-33.438828,57,Schoko & Co.,['Economic'],0,0,"['Auction/Bidding', 'Commodity Speculation']",6.6678,371,Economic
-39.24136,-9.31396,-26.989223,58,Kings & Things,"['Bluffing', 'Exploration', 'Fantasy', 'Territory Building', 'Wargame']",0,0,"['Area Control / Area Influence', 'Area Movement', 'Hex-and-Counter', 'Modular Board', 'Secret Unit Deployment']",6.53692,1477,Fantasy
-39.059097,33.52013,-14.212881,59,Giganten,"['Economic', 'Exploration', 'Industry / Manufacturing']",0,0,"['Auction/Bidding', 'Commodity Speculation']",6.75663,1294,Economic
-44.316967,-7.149427,-18.223778,60,Vinci,"['Ancient', 'Civilization', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Area Movement', 'Variable Player Powers']",7.13097,3712,none
-41.54556,-17.641897,22.536015,61,Fossil,['Ancient'],0,0,['Set Collection'],5.41618,617,none
-21.984726,-42.331825,21.100079,62,Curse of the Mummy's Tomb,"['Adventure', 'Ancient', 'Horror']",0,1,['Action / Movement Programming'],5.22768,298,none
-28.552376,-18.23616,-54.319473,63,Samurai,"['Political', 'Wargame']",0,0,['Area Movement'],6.38198,369,none
-24.100716,-16.730888,-36.917007,64,Joan of Arc,"['Card Game', 'Medieval', 'Political', 'Wargame']",0,0,['None'],6.26579,409,none
-24.274275,-15.753684,-16.110722,66,Löwenherz,"['Medieval', 'Political']",0,0,"['Area Control / Area Influence', 'Auction/Bidding', 'Modular Board']",7.08413,2193,none
-41.637787,-22.302858,-37.02002,67,Conquest,"['Abstract Strategy', 'Ancient', 'Wargame']",0,0,"['Action Point Allowance System', 'Point to Point Movement']",6.27156,333,none
-43.457573,-25.242996,0.5989627,68,Successors (second edition),"['Ancient', 'Wargame']",0,0,"['Campaign / Battle Card Driven', 'Point to Point Movement']",7.02629,439,none
-29.959251,5.1239166,-15.746961,70,Big City,['City Building'],0,0,"['Hand Management', 'Modular Board', 'Tile Placement']",6.9039,2164,none
-49.515343,-4.001783,-19.344255,71,Civilization,"['Ancient', 'Civilization', 'Economic', 'Negotiation']",0,1,"['Area Control / Area Influence', 'Area Movement', 'Hand Management', 'Set Collection', 'Trading']",7.52258,6178,Economic
-25.85221,-18.613407,-15.25767,72,Verräter,"['Card Game', 'Political']",0,1,"['Card Drafting', 'Hand Management', 'Modular Board', 'Partnerships', 'Variable Player Powers']",6.74051,1709,none
-1.2427716,-1.0238901,-14.666909,73,Show Manager,['Card Game'],0,0,"['Card Drafting', 'Set Collection']",7.06054,1474,none
8.667487,36.78866,-40.867577,74,Apples to Apples,"['Card Game', 'Humor', 'Party Game']",0,1,"['Hand Management', 'Simultaneous Action Selection', 'Voting']",5.95458,14611,none
12.109934,-40.990677,39.28297,75,Falling,"['Card Game', 'Fantasy', 'Print & Play', 'Real-time']",0,0,['Hand Management'],5.49601,1264,Fantasy
-74.56088,-18.183887,-50.658855,76,Air Baron,"['Aviation / Flight', 'Economic', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Chit-Pull System', 'Dice Rolling']",6.38664,716,Economic
-10.304143,-59.662994,12.878431,77,EastFront,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Secret Unit Deployment', 'Simulation']",7.6713,626,none
-8.331921,-60.51085,-8.551554,78,WestFront,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Secret Unit Deployment']",6.89085,177,none
-71.43337,-60.268078,-8.958447,82,Bobby Lee,"['American Civil War', 'Wargame']",0,0,"['Dice Rolling', 'Secret Unit Deployment']",6.83287,297,none
-71.42507,-60.25386,-61.34032,83,Sam Grant,"['American Civil War', 'Wargame']",0,0,['Secret Unit Deployment'],6.43277,119,none
-8.332025,-60.511078,12.17761,84,Rommel in the Desert,"['Wargame', 'World War II']",0,0,"['Dice Rolling', 'Secret Unit Deployment']",7.54068,878,none
-63.35863,2.6507955,-7.3621645,85,Quebec 1759,"['Age of Reason', 'Wargame']",0,0,"['Dice Rolling', 'Point to Point Movement', 'Secret Unit Deployment']",6.93157,616,none
-8.468502,-60.340584,-49.726597,87,Victory:  The Blocks of War,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Hex-and-Counter', 'Secret Unit Deployment']",6.3167,402,none
-53.24118,60.00728,-19.734072,88,Torres,"['Abstract Strategy', 'Medieval']",0,0,"['Action Point Allowance System', 'Area Control / Area Influence', 'Area Enclosure', 'Grid Movement', 'Hand Management', 'Tile Placement']",7.17624,6980,none
-68.39702,-55.86557,-25.088737,89,Blue vs. Gray,"['American Civil War', 'Card Game', 'Dice', 'Wargame']",0,0,"['Dice Rolling', 'Hand Management']",6.76958,408,none
12.495357,-24.178646,-49.8955,90,Star Wars: Episode 1 – Clash of the Lightsabers,"['Card Game', 'Movies / TV / Radio theme', 'Science Fiction']",0,0,['Hand Management'],6.29314,531,Science Fiction
-83.597626,-32.23091,-17.884197,91,Paths of Glory,"['Wargame', 'World War I']",0,1,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']",8.02578,3596,none
-34.38116,18.247032,-41.52641,93,El Grande,['Renaissance'],1,1,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",7.80446,18423,none
-74.35363,23.231009,-18.0571,94,Union Pacific,"['Economic', 'Trains']",0,0,"['Card Drafting', 'Route/Network Building', 'Stock Holding']",7.24855,3932,Economic
42.090744,-35.213314,-28.157143,95,Igel Ärgern,"['Animals', ""Children's Game"", 'Dice', 'Racing']",0,0,['Roll / Spin and Move'],6.41002,960,none
-5.711704,43.592796,-30.572557,96,Broadsides and Boarding Parties,"['Nautical', 'Pirates', 'Wargame']",0,0,"['Action / Movement Programming', 'Dice Rolling', 'Hand Management', 'Point to Point Movement']",6.13295,495,none
-46.77736,-15.641996,-29.69801,97,Conquest of the Empire,"['Ancient', 'Economic', 'Wargame']",0,0,"['Area Movement', 'Dice Rolling']",6.26548,906,Economic
-16.286858,-72.41595,-40.113632,98,Axis & Allies,"['Economic', 'Wargame', 'World War II']",0,1,"['Area Movement', 'Dice Rolling', 'Partnerships']",6.53855,8747,Economic
-5.5837665,-31.73802,-15.577722,99,Fortress America,"['Science Fiction', 'Wargame']",0,1,"['Area Movement', 'Dice Rolling']",6.6939,2144,Science Fiction
37.17647,-33.065277,-25.829823,101,Detroit-Cleveland Grand Prix,"['Card Game', 'Racing']",0,0,['Auction/Bidding'],6.7734,1023,none
-4.6936116,3.0963414,-30.195875,102,Klunker,['Card Game'],0,0,['Set Collection'],6.20877,800,none
8.625419,18.332254,-18.552525,103,Titan,"['Fantasy', 'Fighting']",0,1,"['Dice Rolling', 'Player Elimination', 'Roll / Spin and Move', 'Secret Unit Deployment', 'Set Collection']",6.96153,3570,Fantasy
-36.1697,-7.071984,-0.5213257,104,Extrablatt,['Territory Building'],0,0,"['Area Control / Area Influence', 'Set Collection', 'Simulation', 'Tile Placement']",7.04646,246,none
48.797882,6.8803263,-20.035915,105,Colossal Arena,"['Card Game', 'Fantasy', 'Mythology']",0,0,"['Betting/Wagering', 'Hand Management']",6.79949,6292,Fantasy
20.32998,44.168835,-16.544346,106,Mystery Rummy: Jack the Ripper,"['Card Game', 'Murder/Mystery']",0,0,"['Hand Management', 'Set Collection', 'Voting']",6.97858,2895,none
-52.853775,60.940647,-14.111082,108,TAMSK,"['Abstract Strategy', 'Real-time']",0,0,"['Area Enclosure', 'Grid Movement']",6.78007,1234,none
-29.516264,3.5558016,-3.6845937,109,Wettstreit der Baumeister,['City Building'],0,0,['Auction/Bidding'],6.11431,359,none
-47.652554,13.684922,-29.004843,110,Auf Achse,"['Economic', 'Transportation']",0,0,"['Auction/Bidding', 'Pick-up and Deliver', 'Roll / Spin and Move']",6.26805,1293,Economic
-51.2522,56.78911,-26.580343,111,Rheinländer,"['Abstract Strategy', 'Medieval', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Area Enclosure', 'Hand Management']",6.61642,1396,none
-12.663648,12.454692,-20.071281,112,Condottiere,"['Bluffing', 'Card Game', 'Medieval', 'Negotiation']",0,0,"['Area Control / Area Influence', 'Auction/Bidding', 'Hand Management']",6.73922,6301,none
-7.1106267,87.61203,-43.44003,113,Mit List und Tücke,['Card Game'],0,0,['Trick-taking'],6.61422,204,none
-38.35195,29.240479,-60.835247,114,Ransom,"['Abstract Strategy', 'Bluffing', 'City Building', 'Economic', 'Negotiation']",0,0,"['Auction/Bidding', 'Co-operative Play', 'Commodity Speculation', 'Memory', 'Partnerships', 'Trading']",6.42,70,Economic
-0.12623017,22.706238,-18.454178,115,I'm the Boss!,['Negotiation'],0,0,"['Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Set Collection', 'Take That']",6.82562,3062,none
9.754776,0.21932825,-41.04205,116,Guillotine,"['Card Game', 'Humor']",0,0,['Hand Management'],6.53873,15334,none
84.830284,-14.372555,-14.42693,117,Ta Yü,['Abstract Strategy'],0,0,"['Partnerships', 'Pattern Building', 'Route/Network Building', 'Tile Placement']",6.99002,1263,none
-35.689346,28.083492,-40.471333,118,Modern Art,"['Card Game', 'Economic']",0,0,"['Auction/Bidding', 'Commodity Speculation', 'Hand Management']",7.30341,11439,Economic
-14.657361,-15.940585,-20.642084,119,Kingdoms,"['Abstract Strategy', 'Fantasy', 'Medieval']",0,1,['Tile Placement'],6.6327,3995,Fantasy
-3.0258415,67.22958,-20.556904,120,Hoity Toity,['Bluffing'],0,0,"['Rock-Paper-Scissors', 'Set Collection', 'Simultaneous Action Selection']",6.54518,4410,none
-25.968487,-11.57568,-18.289125,121,Dune,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction']",0,1,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Partnerships', 'Variable Player Powers']",7.61137,4563,Science Fiction
-9.41488,26.225456,-27.52004,122,Quo Vadis?,"['Ancient', 'Negotiation', 'Political']",0,0,"['Point to Point Movement', 'Trading', 'Voting']",6.44426,1913,none
-9.752634,54.784237,-18.844385,124,Primordial Soup,['Prehistoric'],0,1,"['Dice Rolling', 'Grid Movement', 'Player Elimination', 'Variable Phase Order', 'Variable Player Powers']",6.98124,4240,none
-13.617318,9.256195,-21.545229,125,Money!,['Card Game'],0,0,"['Auction/Bidding', 'Set Collection', 'Simultaneous Action Selection']",6.56467,2396,none
51.576912,1.1113206,-50.31976,126,The Really Nasty Horse Racing Game,"['Animals', 'Racing']",0,0,['Betting/Wagering'],6.32087,654,none
17.102543,11.544791,22.344114,127,Princess Ryan's Star Marines,"['Deduction', 'Science Fiction']",0,0,"['Co-operative Play', 'Simultaneous Action Selection', 'Variable Player Powers']",5.31929,197,Science Fiction
65.355255,0.04618952,-21.706774,128,Take it Easy!,"['Abstract Strategy', 'Puzzle']",0,0,['Tile Placement'],6.59535,2046,none
-69.622635,14.82402,-14.474175,130,Iron Dragon,"['Fantasy', 'Trains', 'Transportation']",0,1,"['Crayon Rail System', 'Pick-up and Deliver']",6.95603,1372,Fantasy
-39.20137,-18.420273,-20.822727,132,Caesar & Cleopatra,"['Ancient', 'Bluffing', 'Card Game']",0,0,"['Area Control / Area Influence', 'Hand Management', 'Set Collection']",6.4504,3837,none
2.828025,-22.07873,-5.0897703,133,Frischfleisch,"['Exploration', 'Horror']",0,0,['Modular Board'],6.12852,142,none
32.64685,-30.57163,44.815987,134,Cape Horn,"['Nautical', 'Racing']",0,0,['Tile Placement'],6.003,516,none
-38.291344,21.727201,45.0772,135,Kontor,"['City Building', 'Nautical', 'Renaissance']",0,1,"['Area Control / Area Influence', 'Commodity Speculation', 'Tile Placement']",5.97458,688,none
22.162235,2.7135913,33.008778,136,Robin Hood,['Card Game'],0,0,['None'],5.49324,74,none
64.932106,18.008184,45.549423,137,Pass the Bomb,"['Electronic', 'Party Game', 'Real-time', 'Word Game']",0,0,['Dice Rolling'],5.90016,935,none
9.596563,33.4597,-1.947438,139,Hoax,"['Bluffing', 'Deduction']",0,0,['Voting'],6.03409,198,none
-20.436077,22.439743,-28.04157,141,Andromeda,"['Science Fiction', 'Space Exploration', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Set Collection', 'Trading']",6.41569,1189,Science Fiction
-35.402744,27.393805,-31.463331,142,Vino,['Economic'],0,0,"['Area Control / Area Influence', 'Commodity Speculation', 'Simultaneous Action Selection']",6.47906,639,Economic
14.56287,-3.655471,-11.794093,144,Elfenwizards,['Negotiation'],0,0,['Dice Rolling'],6.175,104,none
-29.206766,8.353037,-52.449223,145,Metropolis,"['City Building', 'Negotiation']",0,0,['None'],6.44617,324,none
-35.07088,27.77967,-30.128271,146,Buy Low Sell High,['Economic'],0,0,['Commodity Speculation'],6.1628,825,Economic
-38.870323,33.523697,-25.788986,147,Crude: The Oil Game,"['Economic', 'Industry / Manufacturing']",0,0,"['Commodity Speculation', 'Dice Rolling', 'Tile Placement']",6.77777,930,Economic
-2.991569,67.05526,61.41429,148,Die Glücksritter,"['Bluffing', 'Medieval']",0,0,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']",5.7768,125,none
55.198795,-51.63331,-19.729223,150,PitchCar,"['Action / Dexterity', ""Children's Game"", 'Party Game', 'Racing', 'Sports']",0,1,['Modular Board'],7.24935,7562,none
-8.128182,36.747833,-44.238018,151,Piratenbillard,"['Action / Dexterity', 'Pirates']",0,0,['None'],6.56711,336,none
8.679199,92.78346,-16.104069,152,Mu & more,"['Card Game', 'Game System']",0,0,"['Partnerships', 'Trick-taking']",7.18178,1711,none
-6.947487,-1.306768,-27.754608,153,Take 5!,['Card Game'],0,0,"['Hand Management', 'Set Collection']",6.42598,1414,none
-61.120094,22.238241,-35.27859,154,Union vs. Central,"['Adventure', 'American West', 'Card Game', 'Economic', 'Trains', 'Transportation']",0,0,"['Hand Management', 'Pick-up and Deliver']",6.66914,81,Economic
-9.935948,87.98106,-7.1227493,155,Was sticht?,"['Card Game', 'Deduction']",1,0,"['Card Drafting', 'Trick-taking']",6.96495,573,none
-23.222263,10.637879,-7.65234,156,Wildlife Adventure,"['Animals', 'Exploration', 'Transportation']",0,0,"['Point to Point Movement', 'Route/Network Building']",6.89775,517,none
-69.562065,14.866755,-14.731085,157,Eurorails,"['Economic', 'Trains', 'Transportation']",0,1,"['Crayon Rail System', 'Pick-up and Deliver', 'Route/Network Building']",7.05898,1561,Economic
-5.5840287,-31.737883,-21.61305,162,The Awful Green Things From Outer Space,"['Science Fiction', 'Wargame']",0,1,"['Area Movement', 'Dice Rolling']",6.49136,2263,Science Fiction
42.958267,29.077475,-20.779997,163,Balderdash,"['Bluffing', 'Party Game', 'Word Game']",0,0,"['Paper-and-Pencil', 'Voting']",6.39247,3947,none
17.056116,56.503513,39.28861,164,"Before I Kill You, Mister Spy...","['Card Game', 'Spies/Secret Agents']",0,0,['None'],5.40672,1116,none
47.66137,71.34079,-50.477642,165,Black Box,"['Abstract Strategy', 'Deduction', 'Puzzle']",0,1,"['Line Drawing', 'Pattern Recognition', 'Secret Unit Deployment']",6.35521,737,none
78.82596,-39.64237,54.722485,166,Black Death,"['Educational', 'Medical']",0,0,"['Action Point Allowance System', 'Dice Rolling', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",5.70588,119,none
-36.444565,51.29429,-13.219448,167,Dicke Kartoffeln,"['Economic', 'Farming']",0,0,['Commodity Speculation'],6.22465,142,Economic
-69.33912,15.183934,-16.049017,168,Empire Builder,"['Economic', 'Trains', 'Transportation']",0,1,"['Action / Movement Programming', 'Area Enclosure', 'Crayon Rail System', 'Pick-up and Deliver', 'Route/Network Building']",6.91675,2482,Economic
52.8347,-54.855145,-27.138815,169,En Garde,"['Card Game', 'Sports']",0,0,"['Hand Management', 'Point to Point Movement']",6.50667,1386,none
-24.562878,79.86597,-20.89433,170,Family Business,"['Card Game', 'Mafia']",0,1,"['Hand Management', 'Player Elimination', 'Take That']",6.1159,3409,none
-15.036501,7.0392165,-41.11263,172,For Sale,"['Card Game', 'Economic']",0,1,"['Auction/Bidding', 'Hand Management']",7.22213,15544,Economic
59.328262,-57.4446,-19.860147,173,Formula Dé,"['Racing', 'Sports']",0,1,"['Grid Movement', 'Partnerships', 'Player Elimination', 'Press Your Luck', 'Roll / Spin and Move', 'Simulation']",6.99229,7085,none
-3.881293,87.70507,38.134075,174,T-Rex,['Card Game'],0,0,"['Hand Management', 'Set Collection', 'Trick-taking']",5.52782,248,none
3.7768812,12.079644,-27.57067,175,Raj,"['Animals', 'Bluffing', 'Card Game']",0,0,['Simultaneous Action Selection'],6.46531,1470,none
2.019192,49.73751,45.77431,176,Give Me the Brain!,"['Card Game', 'Zombies']",0,0,"['Action Point Allowance System', 'Auction/Bidding', 'Hand Management']",5.85431,1919,none
-51.185833,60.86077,43.26679,178,Mole Hill,['Abstract Strategy'],0,0,"['Area Enclosure', 'Variable Player Powers']",5.94555,191,none
15.507934,-16.251488,61.17634,180,Pool Position,"['Abstract Strategy', 'Card Game']",0,0,"['Simultaneous Action Selection', 'Tile Placement']",5.78083,120,none
-37.58958,-9.533092,-41.64708,181,Risk,"['Negotiation', 'Territory Building', 'Wargame']",1,1,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling', 'Partnerships', 'Player Elimination', 'Set Collection']",5.57906,21836,none
-10.362867,-14.8958,-50.537937,182,Knights of Charlemagne,"['Card Game', 'Medieval']",0,0,"['Hand Management', 'Partnerships', 'Set Collection']",6.36252,604,none
30.461456,-18.824652,-37.85533,183,Stonehenge,['Abstract Strategy'],0,0,['None'],6.23304,112,none
10.705007,-40.74071,22.484392,185,Devil Bunny Needs a Ham,"['Print & Play', 'Racing']",0,0,['Roll / Spin and Move'],5.39,680,none
76.3691,-14.861859,59.48329,186,Split,['Card Game'],0,0,"['Partnerships', 'Pattern Building', 'Point to Point Movement']",5.81686,157,none
-12.361941,17.667751,1.466496,189,Die Siedler von Nürnberg,"['Medieval', 'Negotiation']",0,0,"['Dice Rolling', 'Hand Management', 'Memory', 'Trading']",6.97379,831,none
-12.937288,7.5996647,-11.331421,190,Dolce Vita,['Card Game'],0,0,['Auction/Bidding'],6.15628,183,none
-6.329355,13.342051,-29.264132,192,Nicht die Bohne!,['Card Game'],0,0,"['Simultaneous Action Selection', 'Trading']",6.3659,881,none
41.792915,-9.131381,51.346523,193,Fill or Bust,['Dice'],0,1,"['Dice Rolling', 'Press Your Luck']",5.69269,401,none
9.083995,68.42327,-30.193493,194,Groo: The Game,"['Card Game', 'City Building', 'Comic Book / Strip', 'Fantasy']",0,1,"['Dice Rolling', 'Take That']",6.26817,752,Fantasy
57.814312,-53.006916,23.635721,195,NASCAR Champions,"['Dice', 'Racing', 'Sports']",0,0,['Dice Rolling'],5.36389,90,none
-10.126598,27.641605,-16.131886,196,Kremlin,"['Negotiation', 'Political']",0,1,"['Secret Unit Deployment', 'Voting']",6.99614,2452,none
-59.87092,19.461432,-2.476907,197,HellRail (Second Perdition),"['Card Game', 'Trains', 'Transportation']",0,0,['Pick-up and Deliver'],6.07118,92,none
-5.5105004,36.415493,34.626713,198,Buried Treasure,"['Card Game', 'Pirates']",0,0,['Set Collection'],6.01825,228,none
