x,y,z,game_id,name,category,compilation,expansion,mechanic,average_rating,users_rated,highlight
5.937512,40.08427,-24.488087,66,Löwenherz,"['Medieval', 'Political']",0,0,"['Area Control / Area Influence', 'Auction/Bidding', 'Modular Board']",7.08413,2193,none
10.515518,51.422897,-11.021894,67,Conquest,"['Abstract Strategy', 'Ancient', 'Wargame']",0,0,"['Action Point Allowance System', 'Point to Point Movement']",6.27156,333,none
6.3318353,52.458546,-15.207343,68,Successors (second edition),"['Ancient', 'Wargame']",0,0,"['Campaign / Battle Card Driven', 'Point to Point Movement']",7.02629,439,none
32.59905,28.042027,-24.465431,70,Big City,['City Building'],0,0,"['Hand Management', 'Modular Board', 'Tile Placement']",6.9039,2164,none
29.49712,45.92272,-31.975874,71,Civilization,"['Ancient', 'Civilization', 'Economic', 'Negotiation']",0,1,"['Area Control / Area Influence', 'Area Movement', 'Hand Management', 'Set Collection', 'Trading']",7.52258,6178,Economic
7.3329964,42.557472,-23.846079,72,Verräter,"['Card Game', 'Political']",0,1,"['Card Drafting', 'Hand Management', 'Modular Board', 'Partnerships', 'Variable Player Powers']",6.74051,1709,none
11.0943775,2.2478008,-22.905657,73,Show Manager,['Card Game'],0,0,"['Card Drafting', 'Set Collection']",7.06054,1474,none
-22.026976,-31.793924,-34.371334,74,Apples to Apples,"['Card Game', 'Humor', 'Party Game']",0,1,"['Hand Management', 'Simultaneous Action Selection', 'Voting']",5.95458,14611,none
-0.08147793,18.999668,50.640553,75,Falling,"['Card Game', 'Fantasy', 'Print & Play', 'Real-time']",0,0,['Hand Management'],5.49601,1264,Fantasy
-47.833057,53.774372,12.47855,76,Air Baron,"['Aviation / Flight', 'Economic', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Chit-Pull System', 'Dice Rolling']",6.38664,716,Economic
-8.954226,48.471855,-42.086563,77,EastFront,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Secret Unit Deployment', 'Simulation']",7.6713,626,none
-11.1856,48.28806,16.696045,78,WestFront,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Secret Unit Deployment']",6.89085,177,none
-73.554344,57.250206,26.062733,82,Bobby Lee,"['American Civil War', 'Wargame']",0,0,"['Dice Rolling', 'Secret Unit Deployment']",6.83287,297,none
-73.56498,57.257618,14.645036,83,Sam Grant,"['American Civil War', 'Wargame']",0,0,['Secret Unit Deployment'],6.43277,119,none
-11.185584,48.288376,-39.436184,84,Rommel in the Desert,"['Wargame', 'World War II']",0,0,"['Dice Rolling', 'Secret Unit Deployment']",7.54068,878,none
23.035799,76.63927,3.727239,85,Quebec 1759,"['Age of Reason', 'Wargame']",0,0,"['Dice Rolling', 'Point to Point Movement', 'Secret Unit Deployment']",6.93157,616,none
-10.8880825,48.14701,10.006519,87,Victory:  The Blocks of War,"['Wargame', 'World War II']",0,1,"['Dice Rolling', 'Hex-and-Counter', 'Secret Unit Deployment']",6.3167,402,none
85.27326,-6.876463,-32.754936,88,Torres,"['Abstract Strategy', 'Medieval']",0,0,"['Action Point Allowance System', 'Area Control / Area Influence', 'Area Enclosure', 'Grid Movement', 'Hand Management', 'Tile Placement']",7.17624,6980,none
-69.453094,61.12936,24.935928,89,Blue vs. Gray,"['American Civil War', 'Card Game', 'Dice', 'Wargame']",0,0,"['Dice Rolling', 'Hand Management']",6.76958,408,none
-15.726879,-4.415535,10.000062,90,Star Wars: Episode 1 – Clash of the Lightsabers,"['Card Game', 'Movies / TV / Radio theme', 'Science Fiction']",0,0,['Hand Management'],6.29314,531,Science Fiction
-81.29248,34.560204,-30.92428,91,Paths of Glory,"['Wargame', 'World War I']",0,1,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']",8.02578,3596,none
45.046616,46.772118,-34.989296,93,El Grande,['Renaissance'],1,1,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",7.80446,18423,none
74.1053,28.837187,-30.047417,94,Union Pacific,"['Economic', 'Trains']",0,0,"['Card Drafting', 'Route/Network Building', 'Stock Holding']",7.24855,3932,Economic
27.537556,-21.755884,0.37227827,95,Igel Ärgern,"['Animals', ""Children's Game"", 'Dice', 'Racing']",0,0,['Roll / Spin and Move'],6.41002,960,none
-47.631786,-20.461445,-3.248925,96,Broadsides and Boarding Parties,"['Nautical', 'Pirates', 'Wargame']",0,0,"['Action / Movement Programming', 'Dice Rolling', 'Hand Management', 'Point to Point Movement']",6.13295,495,none
17.11278,54.454132,0.5604429,97,Conquest of the Empire,"['Ancient', 'Economic', 'Wargame']",0,0,"['Area Movement', 'Dice Rolling']",6.26548,906,Economic
-16.494263,54.87141,-33.146152,98,Axis & Allies,"['Economic', 'Wargame', 'World War II']",0,1,"['Area Movement', 'Dice Rolling', 'Partnerships']",6.53855,8747,Economic
-12.025539,19.204075,-25.147646,99,Fortress America,"['Science Fiction', 'Wargame']",0,1,"['Area Movement', 'Dice Rolling']",6.6939,2144,Science Fiction
32.390232,-17.720634,24.131279,101,Detroit-Cleveland Grand Prix,"['Card Game', 'Racing']",0,0,['Auction/Bidding'],6.7734,1023,none
16.47193,1.5515873,-2.321079,102,Klunker,['Card Game'],0,0,['Set Collection'],6.20877,800,none
-19.600805,-14.9248,-26.531078,103,Titan,"['Fantasy', 'Fighting']",0,1,"['Dice Rolling', 'Player Elimination', 'Roll / Spin and Move', 'Secret Unit Deployment', 'Set Collection']",6.96153,3570,Fantasy
19.734898,35.465034,-14.219913,104,Extrablatt,['Territory Building'],0,0,"['Area Control / Area Influence', 'Set Collection', 'Simulation', 'Tile Placement']",7.04646,246,none
32.31093,-30.172295,-32.44991,105,Colossal Arena,"['Card Game', 'Fantasy', 'Mythology']",0,0,"['Betting/Wagering', 'Hand Management']",6.79949,6292,Fantasy
-39.24877,-41.06584,-25.37929,106,Mystery Rummy: Jack the Ripper,"['Card Game', 'Murder/Mystery']",0,0,"['Hand Management', 'Set Collection', 'Voting']",6.97858,2895,none
84.7455,-7.846721,-22.977488,108,TAMSK,"['Abstract Strategy', 'Real-time']",0,0,"['Area Enclosure', 'Grid Movement']",6.78007,1234,none
31.653059,30.217846,-5.143642,109,Wettstreit der Baumeister,['City Building'],0,0,['Auction/Bidding'],6.11431,359,none
44.458378,27.739204,0.074398406,110,Auf Achse,"['Economic', 'Transportation']",0,0,"['Auction/Bidding', 'Pick-up and Deliver', 'Roll / Spin and Move']",6.26805,1293,Economic
87.98733,-4.9443545,-0.8664874,111,Rheinländer,"['Abstract Strategy', 'Medieval', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Area Enclosure', 'Hand Management']",6.61642,1396,none
26.860596,13.105515,-32.457413,112,Condottiere,"['Bluffing', 'Card Game', 'Medieval', 'Negotiation']",0,0,"['Area Control / Area Influence', 'Auction/Bidding', 'Hand Management']",6.73922,6301,none
-87.13558,-16.02118,21.089516,113,Mit List und Tücke,['Card Game'],0,0,['Trick-taking'],6.61422,204,none
57.037403,8.989108,14.467767,114,Ransom,"['Abstract Strategy', 'Bluffing', 'City Building', 'Economic', 'Negotiation']",0,0,"['Auction/Bidding', 'Co-operative Play', 'Commodity Speculation', 'Memory', 'Partnerships', 'Trading']",6.42,70,Economic
-30.503643,-18.048563,-25.91062,115,I'm the Boss!,['Negotiation'],0,0,"['Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Set Collection', 'Take That']",6.82562,3062,none
3.409893,-6.6295214,-34.536835,116,Guillotine,"['Card Game', 'Humor']",0,0,['Hand Management'],6.53873,15334,none
41.5347,-57.893562,-22.538727,117,Ta Yü,['Abstract Strategy'],0,0,"['Partnerships', 'Pattern Building', 'Route/Network Building', 'Tile Placement']",6.99002,1263,none
54.57793,10.777051,-34.016697,118,Modern Art,"['Card Game', 'Economic']",0,0,"['Auction/Bidding', 'Commodity Speculation', 'Hand Management']",7.30341,11439,Economic
43.614204,6.0389004,-26.970793,119,Kingdoms,"['Abstract Strategy', 'Fantasy', 'Medieval']",0,1,['Tile Placement'],6.6327,3995,Fantasy
-63.321262,-29.68212,-27.157967,120,Hoity Toity,['Bluffing'],0,0,"['Rock-Paper-Scissors', 'Set Collection', 'Simultaneous Action Selection']",6.54518,4410,none
2.3090868,38.11533,-31.195898,121,Dune,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction']",0,1,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Partnerships', 'Variable Player Powers']",7.61137,4563,Science Fiction
-2.6938477,40.25339,-1.0525825,122,Quo Vadis?,"['Ancient', 'Negotiation', 'Political']",0,0,"['Point to Point Movement', 'Trading', 'Voting']",6.44426,1913,none
59.152203,-42.971294,-26.945442,124,Primordial Soup,['Prehistoric'],0,1,"['Dice Rolling', 'Grid Movement', 'Player Elimination', 'Variable Phase Order', 'Variable Player Powers']",6.98124,4240,none
21.301834,6.508225,-25.942965,125,Money!,['Card Game'],0,0,"['Auction/Bidding', 'Set Collection', 'Simultaneous Action Selection']",6.56467,2396,none
37.111473,-34.269848,12.014228,126,The Really Nasty Horse Racing Game,"['Animals', 'Racing']",0,0,['Betting/Wagering'],6.32087,654,none
-5.9529076,-24.510248,44.364174,127,Princess Ryan's Star Marines,"['Deduction', 'Science Fiction']",0,0,"['Co-operative Play', 'Simultaneous Action Selection', 'Variable Player Powers']",5.31929,197,Science Fiction
20.802523,-51.711163,-25.581182,128,Take it Easy!,"['Abstract Strategy', 'Puzzle']",0,0,['Tile Placement'],6.59535,2046,none
67.060425,42.089443,-22.762907,130,Iron Dragon,"['Fantasy', 'Trains', 'Transportation']",0,1,"['Crayon Rail System', 'Pick-up and Deliver']",6.95603,1372,Fantasy
14.709684,47.75876,-27.007383,132,Caesar & Cleopatra,"['Ancient', 'Bluffing', 'Card Game']",0,0,"['Area Control / Area Influence', 'Hand Management', 'Set Collection']",6.4504,3837,none
-9.517711,3.1049669,-7.2725973,133,Frischfleisch,"['Exploration', 'Horror']",0,0,['Modular Board'],6.12852,142,none
33.402966,-12.599077,4.5134907,134,Cape Horn,"['Nautical', 'Racing']",0,0,['Tile Placement'],6.003,516,none
41.76798,38.37174,4.345455,135,Kontor,"['City Building', 'Nautical', 'Renaissance']",0,1,"['Area Control / Area Influence', 'Commodity Speculation', 'Tile Placement']",5.97458,688,none
-7.33828,-13.9698,55.28571,136,Robin Hood,['Card Game'],0,0,['None'],5.49324,74,none
-3.871155,-54.699905,1.2797471,137,Pass the Bomb,"['Electronic', 'Party Game', 'Real-time', 'Word Game']",0,0,['Dice Rolling'],5.90016,935,none
-19.558258,-28.961777,-4.139837,139,Hoax,"['Bluffing', 'Deduction']",0,0,['Voting'],6.03409,198,none
-28.190592,35.31263,0.119124964,141,Andromeda,"['Science Fiction', 'Space Exploration', 'Territory Building']",0,0,"['Area Control / Area Influence', 'Set Collection', 'Trading']",6.41569,1189,Science Fiction
54.08824,10.521442,13.141048,142,Vino,['Economic'],0,0,"['Area Control / Area Influence', 'Commodity Speculation', 'Simultaneous Action Selection']",6.47906,639,Economic
-4.9490094,-5.9110875,-8.804186,144,Elfenwizards,['Negotiation'],0,0,['Dice Rolling'],6.175,104,none
34.80361,26.044445,13.576941,145,Metropolis,"['City Building', 'Negotiation']",0,0,['None'],6.44617,324,none
53.94286,11.128634,-2.2953012,146,Buy Low Sell High,['Economic'],0,0,['Commodity Speculation'],6.1628,825,Economic
59.073345,15.322983,24.185106,147,Crude: The Oil Game,"['Economic', 'Industry / Manufacturing']",0,0,"['Commodity Speculation', 'Dice Rolling', 'Tile Placement']",6.77777,930,Economic
-63.212727,-29.580427,40.096897,148,Die Glücksritter,"['Bluffing', 'Medieval']",0,0,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']",5.7768,125,none
47.66146,-29.466362,-32.910477,150,PitchCar,"['Action / Dexterity', ""Children's Game"", 'Party Game', 'Racing', 'Sports']",0,1,['Modular Board'],7.24935,7562,none
-45.733162,-14.461481,21.354158,151,Piratenbillard,"['Action / Dexterity', 'Pirates']",0,0,['None'],6.56711,336,none
-80.052574,-39.051945,-24.12884,152,Mu & more,"['Card Game', 'Game System']",0,0,"['Partnerships', 'Trick-taking']",7.18178,1711,none
14.769187,6.178942,-0.27578348,153,Take 5!,['Card Game'],0,0,"['Hand Management', 'Set Collection']",6.42598,1414,none
58.058365,38.473473,30.855125,154,Union vs. Central,"['Adventure', 'American West', 'Card Game', 'Economic', 'Trains', 'Transportation']",0,0,"['Hand Management', 'Pick-up and Deliver']",6.66914,81,Economic
-90.13759,-15.492278,3.3775494,155,Was sticht?,"['Card Game', 'Deduction']",1,0,"['Card Drafting', 'Trick-taking']",6.96495,573,none
37.432957,18.464485,3.739016,156,Wildlife Adventure,"['Animals', 'Exploration', 'Transportation']",0,0,"['Point to Point Movement', 'Route/Network Building']",6.89775,517,none
67.01951,42.033077,-23.134188,157,Eurorails,"['Economic', 'Trains', 'Transportation']",0,1,"['Crayon Rail System', 'Pick-up and Deliver', 'Route/Network Building']",7.05898,1561,Economic
-12.025163,19.204159,-26.034441,162,The Awful Green Things From Outer Space,"['Science Fiction', 'Wargame']",0,1,"['Area Movement', 'Dice Rolling']",6.49136,2263,Science Fiction
1.6717981,-64.24223,-27.11166,163,Balderdash,"['Bluffing', 'Party Game', 'Word Game']",0,0,"['Paper-and-Pencil', 'Voting']",6.39247,3947,none
-49.67362,-33.733852,50.563457,164,"Before I Kill You, Mister Spy...","['Card Game', 'Spies/Secret Agents']",0,0,['None'],5.40672,1116,none
-15.965816,-92.791405,12.203785,165,Black Box,"['Abstract Strategy', 'Deduction', 'Puzzle']",0,1,"['Line Drawing', 'Pattern Recognition', 'Secret Unit Deployment']",6.35521,737,none
56.293995,-65.00347,48.096924,166,Black Death,"['Educational', 'Medical']",0,0,"['Action Point Allowance System', 'Dice Rolling', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",5.70588,119,none
70.7281,3.2541368,-10.575762,167,Dicke Kartoffeln,"['Economic', 'Farming']",0,0,['Commodity Speculation'],6.22465,142,Economic
66.92926,41.6694,-24.993074,168,Empire Builder,"['Economic', 'Trains', 'Transportation']",0,1,"['Action / Movement Programming', 'Area Enclosure', 'Crayon Rail System', 'Pick-up and Deliver', 'Route/Network Building']",6.91675,2482,Economic
51.316547,-29.167168,-0.5084121,169,En Garde,"['Card Game', 'Sports']",0,0,"['Hand Management', 'Point to Point Movement']",6.50667,1386,none
-58.7243,-50.396122,-27.318548,170,Family Business,"['Card Game', 'Mafia']",0,1,"['Hand Management', 'Player Elimination', 'Take That']",6.1159,3409,none
23.746178,8.736781,-34.60332,172,For Sale,"['Card Game', 'Economic']",0,1,"['Auction/Bidding', 'Hand Management']",7.22213,15544,Economic
50.336693,-35.766,-32.713234,173,Formula Dé,"['Racing', 'Sports']",0,1,"['Grid Movement', 'Partnerships', 'Player Elimination', 'Press Your Luck', 'Roll / Spin and Move', 'Simulation']",6.99229,7085,none
-84.85996,-18.407566,56.89414,174,T-Rex,['Card Game'],0,0,"['Hand Management', 'Set Collection', 'Trick-taking']",5.52782,248,none
16.384815,-5.645548,-0.3855092,175,Raj,"['Animals', 'Bluffing', 'Card Game']",0,0,['Simultaneous Action Selection'],6.46531,1470,none
-60.558407,-15.9041815,0.9223958,176,Give Me the Brain!,"['Card Game', 'Zombies']",0,0,"['Action Point Allowance System', 'Auction/Bidding', 'Hand Management']",5.85431,1919,none
86.070854,-8.708996,33.271896,178,Mole Hill,['Abstract Strategy'],0,0,"['Area Enclosure', 'Variable Player Powers']",5.94555,191,none
43.779507,3.5599782,39.886173,180,Pool Position,"['Abstract Strategy', 'Card Game']",0,0,"['Simultaneous Action Selection', 'Tile Placement']",5.78083,120,none
16.083261,35.69578,-35.09582,181,Risk,"['Negotiation', 'Territory Building', 'Wargame']",1,1,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling', 'Partnerships', 'Player Elimination', 'Set Collection']",5.57906,21836,none
9.326783,19.82671,12.236077,182,Knights of Charlemagne,"['Card Game', 'Medieval']",0,0,"['Hand Management', 'Partnerships', 'Set Collection']",6.36252,604,none
36.358887,-5.480704,-11.397705,183,Stonehenge,['Abstract Strategy'],0,0,['None'],6.23304,112,none
-3.2271702,19.698656,47.19998,185,Devil Bunny Needs a Ham,"['Print & Play', 'Racing']",0,0,['Roll / Spin and Move'],5.39,680,none
39.551033,-52.392178,38.46045,186,Split,['Card Game'],0,0,"['Partnerships', 'Pattern Building', 'Point to Point Movement']",5.81686,157,none
32.59099,14.40656,-21.486164,189,Die Siedler von Nürnberg,"['Medieval', 'Negotiation']",0,0,"['Dice Rolling', 'Hand Management', 'Memory', 'Trading']",6.97379,831,none
21.34698,8.825186,-8.378353,190,Dolce Vita,['Card Game'],0,0,['Auction/Bidding'],6.15628,183,none
30.81283,8.137975,0.62694234,192,Nicht die Bohne!,['Card Game'],0,0,"['Simultaneous Action Selection', 'Trading']",6.3659,881,none
20.621452,-31.436096,49.329826,193,Fill or Bust,['Dice'],0,1,"['Dice Rolling', 'Press Your Luck']",5.69269,401,none
-71.29645,-2.6871831,-2.3281143,194,Groo: The Game,"['Card Game', 'City Building', 'Comic Book / Strip', 'Fantasy']",0,1,"['Dice Rolling', 'Take That']",6.26817,752,Fantasy
47.488358,-32.324673,45.157055,195,NASCAR Champions,"['Dice', 'Racing', 'Sports']",0,0,['Dice Rolling'],5.36389,90,none
-4.047574,41.433727,-24.877844,196,Kremlin,"['Negotiation', 'Political']",0,1,"['Secret Unit Deployment', 'Voting']",6.99614,2452,none
58.2427,36.56705,-6.094732,197,HellRail (Second Perdition),"['Card Game', 'Trains', 'Transportation']",0,0,['Pick-up and Deliver'],6.07118,92,none
-43.50942,-15.645495,5.101831,198,Buried Treasure,"['Card Game', 'Pirates']",0,0,['Set Collection'],6.01825,228,none
33.44227,30.170473,-26.71499,199,Manhattan,['City Building'],0,0,"['Area Control / Area Influence', 'Hand Management']",6.68878,3694,none
-3.670573,11.692545,-0.34648255,200,Entdecker,['Exploration'],0,0,"['Area Control / Area Influence', 'Modular Board', 'Tile Placement']",6.50041,1239,none
